"TimeCreated","Id","LevelDisplayName","Message"
"19-08-2026 14:36:00","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"19-08-2026 14:34:42","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"19-08-2026 14:32:30","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"19-08-2026 13:52:54","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"19-08-2026 13:30:10","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"19-08-2026 13:22:20","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"19-08-2026 13:20:14","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"19-08-2026 11:00:03","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"19-08-2026 10:57:09","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"19-08-2026 10:45:14","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"19-08-2026 10:43:06","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"19-08-2026 10:39:23","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"19-08-2026 10:37:02","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"19-08-2026 10:36:56","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"19-08-2026 10:34:50","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"19-08-2026 10:18:01","7040","Information","The start type of the Windows Modules Installer service was changed from demand start to auto start."
"19-08-2026 10:17:57","7040","Information","The start type of the Windows Modules Installer service was changed from auto start to demand start."
"19-08-2026 10:17:34","7040","Information","The start type of the Windows Modules Installer service was changed from demand start to auto start."
"19-08-2026 10:17:27","7040","Information","The start type of the Windows Modules Installer service was changed from auto start to demand start."
"19-08-2026 10:17:15","7040","Information","The start type of the Windows Modules Installer service was changed from demand start to auto start."
"19-08-2026 10:17:09","7040","Information","The start type of the Windows Modules Installer service was changed from auto start to demand start."
"19-08-2026 10:16:59","7040","Information","The start type of the Windows Modules Installer service was changed from demand start to auto start."
"19-08-2026 10:16:57","7040","Information","The start type of the Windows Modules Installer service was changed from auto start to demand start."
"19-08-2026 10:16:44","7040","Information","The start type of the Windows Modules Installer service was changed from demand start to auto start."
"19-08-2026 10:16:43","7040","Information","The start type of the Windows Modules Installer service was changed from auto start to demand start."
"19-08-2026 10:16:35","7040","Information","The start type of the Windows Modules Installer service was changed from demand start to auto start."
"19-08-2026 09:59:00","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"19-08-2026 09:56:32","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"18-08-2026 17:50:55","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"18-08-2026 17:48:50","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"18-08-2026 17:21:53","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"18-08-2026 17:19:45","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"18-08-2026 15:05:41","7031","Error","The Microsoft Defender Antivirus Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service."
"18-08-2026 14:54:43","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start."
"18-08-2026 14:45:45","7040","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
